FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,FLIGHT_STATUS,YEAR,MONTH,year,month,DEP_TIME_MINUTES,WHEELS_OFF_MINUTES,ARR_TIME_MINUTES,WHEELS_ON_MINUTES,WHEELS_OFF_elapse,WHEELS_ON_elapse,Year,Quarter,Month,DayofMonth
2022-12-18,Envoy Air,Envoy Air: MQ,MQ,20398,3334,SDF,"Louisville, KY",ORD,"Chicago, IL",17:50:00,17:48:00,-2.0,14.0,18:02:00,18:03:00,28.0,1817,18:31:00,14.0,0.0,0.0,87.0,103.0,61.0,286.0,1,2022,12,2022,12,1068,1082,1111,1083,14,28,2022,4,12,18
2021-03-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,298,EWR,"Newark, NJ",DEN,"Denver, CO",14:40:00,14:34:00,-6.0,22.0,14:56:00,16:42:00,9.0,1709,16:51:00,-18.0,0.0,0.0,269.0,257.0,226.0,1605.0,0,2021,3,2021,3,874,896,1011,1002,22,9,2021,1,3,8
2019-04-24,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1971,ORF,"Norfolk, VA",ATL,"Atlanta, GA",07:00:00,06:55:00,-5.0,8.0,07:03:00,08:20:00,6.0,856,08:26:00,-30.0,0.0,0.0,116.0,91.0,77.0,516.0,0,2019,4,2019,4,415,423,506,500,8,6,2019,2,4,24
2022-10-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3049,GRI,"Grand Island, NE",DFW,"Dallas/Fort Worth, TX",15:42:00,16:35:00,53.0,12.0,16:47:00,18:12:00,17.0,1732,18:29:00,57.0,0.0,0.0,110.0,114.0,85.0,561.0,1,2022,10,2022,10,995,1007,1109,1092,12,17,2022,4,10,17
2020-02-27,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,491,BZN,"Bozeman, MT",DEN,"Denver, CO",07:00:00,06:52:00,-8.0,24.0,07:16:00,08:24:00,7.0,847,08:31:00,-16.0,0.0,0.0,107.0,99.0,68.0,524.0,0,2020,2,2020,2,412,436,511,504,24,7,2020,1,2,27
2022-06-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,536,ORD,"Chicago, IL",CLT,"Charlotte, NC",13:45:00,14:02:00,17.0,23.0,14:25:00,16:43:00,25.0,1642,17:08:00,26.0,0.0,0.0,117.0,126.0,78.0,599.0,1,2022,6,2022,6,842,865,1028,1003,23,25,2022,2,6,12
2019-11-30,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2306,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",09:04:00,08:57:00,-7.0,13.0,09:10:00,10:59:00,12.0,1120,11:11:00,-9.0,0.0,0.0,196.0,194.0,169.0,1182.0,0,2019,11,2019,11,537,550,671,659,13,12,2019,4,11,30
2022-10-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1029,TPA,"Tampa, FL",ATL,"Atlanta, GA",18:20:00,18:21:00,1.0,12.0,18:33:00,19:41:00,14.0,1955,19:55:00,0.0,0.0,0.0,95.0,94.0,68.0,406.0,0,2022,10,2022,10,1101,1113,1195,1181,12,14,2022,4,10,25
2022-11-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2491,DTW,"Detroit, MI",DFW,"Dallas/Fort Worth, TX",09:00:00,08:58:00,-2.0,32.0,09:30:00,11:09:00,6.0,1112,11:15:00,3.0,0.0,0.0,192.0,197.0,159.0,986.0,0,2022,11,2022,11,538,570,675,669,32,6,2022,4,11,18
2021-09-17,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,230,KOA,"Kona, HI",DFW,"Dallas/Fort Worth, TX",17:50:00,17:43:00,-7.0,12.0,17:55:00,05:50:00,5.0,601,05:55:00,-6.0,0.0,0.0,431.0,432.0,415.0,3724.0,0,2021,9,2021,9,1063,1075,355,350,12,5,2021,3,9,17
2022-03-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1259,ECP,"Panama City, FL",ATL,"Atlanta, GA",19:59:00,20:04:00,5.0,8.0,20:12:00,21:54:00,5.0,2215,21:59:00,-16.0,0.0,0.0,76.0,55.0,42.0,240.0,0,2022,3,2022,3,1204,1212,1319,1314,8,5,2022,1,3,17
2023-08-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3726,SBN,"South Bend, IN",ATL,"Atlanta, GA",06:55:00,06:54:00,-1.0,13.0,07:07:00,08:31:00,19.0,853,08:50:00,-3.0,0.0,0.0,118.0,116.0,84.0,566.0,0,2023,8,2023,8,414,427,530,511,13,19,2023,3,8,28
2019-01-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,752,PWM,"Portland, ME",CLT,"Charlotte, NC",07:15:00,07:06:00,-9.0,9.0,07:15:00,09:37:00,14.0,1011,09:51:00,-20.0,0.0,0.0,176.0,165.0,142.0,813.0,0,2019,1,2019,1,426,435,591,577,9,14,2019,1,1,24
2021-06-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,6,OGG,"Kahului, HI",DFW,"Dallas/Fort Worth, TX",18:50:00,18:41:00,-9.0,12.0,18:53:00,06:51:00,9.0,704,07:00:00,-4.0,0.0,0.0,434.0,439.0,418.0,3711.0,0,2021,6,2021,6,1121,1133,420,411,12,9,2021,2,6,2
2023-06-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1899,OKC,"Oklahoma City, OK",DFW,"Dallas/Fort Worth, TX",09:00:00,08:53:00,-7.0,14.0,09:07:00,09:40:00,15.0,1002,09:55:00,-7.0,0.0,0.0,62.0,62.0,33.0,175.0,0,2023,6,2023,6,533,547,595,580,14,15,2023,2,6,11
2022-11-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2095,PHL,"Philadelphia, PA",ORD,"Chicago, IL",09:01:00,08:47:00,-14.0,18.0,09:05:00,09:44:00,12.0,1026,09:56:00,-30.0,0.0,0.0,145.0,129.0,99.0,678.0,0,2022,11,2022,11,527,545,596,584,18,12,2022,4,11,24
2020-12-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,801,RSW,"Fort Myers, FL",CLT,"Charlotte, NC",15:31:00,15:20:00,-11.0,12.0,15:32:00,17:10:00,8.0,1725,17:18:00,-7.0,0.0,0.0,114.0,118.0,98.0,600.0,0,2020,12,2020,12,920,932,1038,1030,12,8,2020,4,12,10
2023-04-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3808,BWI,"Baltimore, MD",DEN,"Denver, CO",06:55:00,06:56:00,1.0,20.0,07:16:00,08:48:00,6.0,855,08:54:00,-1.0,0.0,0.0,240.0,238.0,212.0,1491.0,0,2023,4,2023,4,416,436,534,528,20,6,2023,2,4,22
2021-03-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2130,SLC,"Salt Lake City, UT",ORD,"Chicago, IL",14:35:00,15:18:00,43.0,13.0,15:31:00,19:13:00,10.0,1842,19:23:00,41.0,0.0,0.0,187.0,185.0,162.0,1250.0,1,2021,3,2021,3,918,931,1163,1153,13,10,2021,1,3,15
2022-07-26,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5434,FWA,"Fort Wayne, IN",ORD,"Chicago, IL",06:03:00,05:50:00,-13.0,14.0,06:04:00,05:35:00,8.0,614,05:43:00,-31.0,0.0,0.0,71.0,53.0,31.0,157.0,0,2022,7,2022,7,350,364,343,335,14,8,2022,3,7,26
2022-04-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1148,MTJ,"Montrose/Delta, CO",ATL,"Atlanta, GA",12:55:00,13:00:00,5.0,9.0,13:09:00,17:41:00,3.0,1756,17:44:00,-12.0,0.0,0.0,181.0,164.0,152.0,1352.0,0,2022,4,2022,4,780,789,1064,1061,9,3,2022,2,4,3
2021-01-27,Republic Airline,Republic Airline: YX,YX,20452,5010,ATL,"Atlanta, GA",ORD,"Chicago, IL",15:30:00,15:26:00,-4.0,12.0,15:38:00,16:15:00,15.0,1652,16:30:00,-22.0,0.0,0.0,142.0,124.0,97.0,606.0,0,2021,1,2021,1,926,938,990,975,12,15,2021,1,1,27
2022-03-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5793,SAN,"San Diego, CA",LAX,"Los Angeles, CA",10:59:00,10:53:00,-6.0,26.0,11:19:00,11:46:00,7.0,1202,11:53:00,-9.0,0.0,0.0,63.0,60.0,27.0,109.0,0,2022,3,2022,3,653,679,713,706,26,7,2022,1,3,21
2023-02-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,559,TPA,"Tampa, FL",DFW,"Dallas/Fort Worth, TX",09:25:00,09:21:00,-4.0,14.0,09:35:00,11:07:00,12.0,1124,11:19:00,-5.0,0.0,0.0,179.0,178.0,152.0,929.0,0,2023,2,2023,2,561,575,679,667,14,12,2023,1,2,12
2023-05-14,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1841,SNA,"Santa Ana, CA",DEN,"Denver, CO",18:31:00,18:30:00,-1.0,8.0,18:38:00,21:32:00,9.0,2152,21:41:00,-11.0,0.0,0.0,141.0,131.0,114.0,846.0,0,2023,5,2023,5,1110,1118,1301,1292,8,9,2023,2,5,14
2022-02-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1735,MSY,"New Orleans, LA",ATL,"Atlanta, GA",06:50:00,06:47:00,-3.0,15.0,07:02:00,09:06:00,8.0,917,09:14:00,-3.0,0.0,0.0,87.0,87.0,64.0,425.0,0,2022,2,2022,2,407,422,554,546,15,8,2022,1,2,28
2019-06-14,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1721,CLT,"Charlotte, NC",LAX,"Los Angeles, CA",20:34:00,20:43:00,9.0,13.0,20:56:00,22:22:00,9.0,2239,22:31:00,-8.0,0.0,0.0,305.0,288.0,266.0,2125.0,0,2019,6,2019,6,1243,1256,1351,1342,13,9,2019,2,6,14
2023-01-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2373,PSP,"Palm Springs, CA",DFW,"Dallas/Fort Worth, TX",14:51:00,14:35:00,-16.0,14.0,14:49:00,19:09:00,11.0,1939,19:20:00,-19.0,0.0,0.0,168.0,165.0,140.0,1126.0,0,2023,1,2023,1,875,889,1160,1149,14,11,2023,1,1,28
2023-07-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4063,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",15:03:00,15:02:00,-1.0,9.0,15:11:00,16:07:00,13.0,1630,16:20:00,-10.0,0.0,0.0,87.0,78.0,56.0,370.0,0,2023,7,2023,7,902,911,980,967,9,13,2023,3,7,10
2022-04-16,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,361,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",01:00:00,00:55:00,-5.0,12.0,01:07:00,05:00:00,7.0,536,05:07:00,-29.0,0.0,0.0,156.0,132.0,113.0,1055.0,0,2022,4,2022,4,55,67,307,300,12,7,2022,2,4,16
2023-08-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,591,MYR,"Myrtle Beach, SC",CLT,"Charlotte, NC",05:12:00,05:08:00,-4.0,10.0,05:18:00,05:47:00,4.0,618,05:51:00,-27.0,0.0,0.0,66.0,43.0,29.0,157.0,0,2023,8,2023,8,308,318,351,347,10,4,2023,3,8,27
2019-08-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1768,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",18:15:00,18:13:00,-2.0,13.0,18:26:00,19:20:00,21.0,1949,19:41:00,-8.0,0.0,0.0,94.0,88.0,54.0,337.0,0,2019,8,2019,8,1093,1106,1181,1160,13,21,2019,3,8,10
2021-11-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1498,MEM,"Memphis, TN",ATL,"Atlanta, GA",17:10:00,17:09:00,-1.0,17.0,17:26:00,19:17:00,6.0,1925,19:23:00,-2.0,0.0,0.0,75.0,74.0,51.0,332.0,0,2021,11,2021,11,1029,1046,1163,1157,17,6,2021,4,11,23
2023-05-01,Envoy Air,Envoy Air: MQ,MQ,20398,3505,AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX",09:00:00,08:55:00,-5.0,10.0,09:05:00,10:02:00,5.0,1016,10:07:00,-9.0,0.0,0.0,76.0,72.0,57.0,312.0,0,2023,5,2023,5,535,545,607,602,10,5,2023,2,5,1
2022-10-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1019,ELP,"El Paso, TX",DEN,"Denver, CO",06:40:00,06:48:00,8.0,23.0,07:11:00,08:33:00,7.0,835,08:40:00,5.0,0.0,0.0,115.0,112.0,82.0,563.0,0,2022,10,2022,10,408,431,520,513,23,7,2022,4,10,23
2023-06-24,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1094,SEA,"Seattle, WA",DEN,"Denver, CO",12:18:00,12:18:00,0.0,15.0,12:33:00,15:37:00,9.0,1602,15:46:00,-16.0,0.0,0.0,164.0,148.0,124.0,1024.0,0,2023,6,2023,6,738,753,946,937,15,9,2023,2,6,24
2023-05-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1433,PDX,"Portland, OR",LAX,"Los Angeles, CA",06:00:00,05:56:00,-4.0,36.0,06:32:00,08:33:00,13.0,831,08:46:00,15.0,0.0,0.0,151.0,170.0,121.0,834.0,1,2023,5,2023,5,356,392,526,513,36,13,2023,2,5,4
2022-08-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2504,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",13:17:00,13:19:00,2.0,17.0,13:36:00,15:20:00,11.0,1542,15:31:00,-11.0,0.0,0.0,145.0,132.0,104.0,801.0,0,2022,8,2022,8,799,816,931,920,17,11,2022,3,8,21
2022-05-13,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,791,BZN,"Bozeman, MT",ORD,"Chicago, IL",12:40:00,12:36:00,-4.0,13.0,12:49:00,16:19:00,20.0,1642,16:39:00,-3.0,0.0,0.0,182.0,183.0,150.0,1186.0,0,2022,5,2022,5,756,769,999,979,13,20,2022,2,5,13
2021-06-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1667,ATL,"Atlanta, GA",CLT,"Charlotte, NC",14:30:00,14:27:00,-3.0,38.0,15:05:00,15:48:00,6.0,1549,15:54:00,5.0,0.0,0.0,79.0,87.0,43.0,226.0,0,2021,6,2021,6,867,905,954,948,38,6,2021,2,6,6
2021-12-17,Envoy Air,Envoy Air: MQ,MQ,20398,4146,ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX",14:20:00,14:25:00,5.0,17.0,14:42:00,15:47:00,8.0,1558,15:55:00,-3.0,0.0,0.0,98.0,90.0,65.0,328.0,0,2021,12,2021,12,865,882,955,947,17,8,2021,4,12,17
2023-02-15,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,565,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",13:41:00,13:40:00,-1.0,12.0,13:52:00,14:43:00,12.0,1516,14:55:00,-21.0,0.0,0.0,95.0,75.0,51.0,337.0,0,2023,2,2023,2,820,832,895,883,12,12,2023,1,2,15
2023-05-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3676,BNA,"Nashville, TN",DEN,"Denver, CO",07:10:00,07:12:00,2.0,11.0,07:23:00,08:44:00,5.0,905,08:49:00,-16.0,0.0,0.0,175.0,157.0,141.0,1014.0,0,2023,5,2023,5,432,443,529,524,11,5,2023,2,5,19
2021-09-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2342,SAT,"San Antonio, TX",DFW,"Dallas/Fort Worth, TX",06:00:00,05:56:00,-4.0,11.0,06:07:00,06:50:00,6.0,713,06:56:00,-17.0,0.0,0.0,73.0,60.0,43.0,247.0,0,2021,9,2021,9,356,367,416,410,11,6,2021,3,9,20
2022-04-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5901,GJT,"Grand Junction, CO",DEN,"Denver, CO",18:10:00,18:00:00,-10.0,15.0,18:15:00,18:57:00,9.0,1924,19:06:00,-18.0,0.0,0.0,74.0,66.0,42.0,212.0,0,2022,4,2022,4,1080,1095,1146,1137,15,9,2022,2,4,3
2021-10-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2423,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",17:50:00,17:49:00,-1.0,10.0,17:59:00,19:52:00,4.0,2015,19:56:00,-19.0,0.0,0.0,85.0,67.0,53.0,341.0,0,2021,10,2021,10,1069,1079,1196,1192,10,4,2021,4,10,20
2022-12-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1106,CMH,"Columbus, OH",CLT,"Charlotte, NC",06:15:00,07:10:00,55.0,31.0,07:41:00,08:36:00,11.0,753,08:47:00,54.0,0.0,0.0,98.0,97.0,55.0,347.0,1,2022,12,2022,12,430,461,527,516,31,11,2022,4,12,28
2020-08-20,Envoy Air,Envoy Air: MQ,MQ,20398,3764,CVG,"Cincinnati, OH",ORD,"Chicago, IL",08:22:00,08:18:00,-4.0,16.0,08:34:00,08:18:00,11.0,847,08:29:00,-18.0,0.0,0.0,85.0,71.0,44.0,264.0,0,2020,8,2020,8,498,514,509,498,16,11,2020,3,8,20
2020-07-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,668,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",07:30:00,07:18:00,-12.0,18.0,07:36:00,08:52:00,17.0,916,09:09:00,-7.0,0.0,0.0,166.0,171.0,136.0,985.0,0,2020,7,2020,7,438,456,549,532,18,17,2020,3,7,23
2019-01-26,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1331,MSY,"New Orleans, LA",CLT,"Charlotte, NC",12:10:00,12:01:00,-9.0,12.0,12:13:00,14:29:00,8.0,1504,14:37:00,-27.0,0.0,0.0,114.0,96.0,76.0,651.0,0,2019,1,2019,1,721,733,877,869,12,8,2019,1,1,26
2022-06-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,742,LGA,"New York, NY",DEN,"Denver, CO",17:45:00,18:10:00,25.0,20.0,18:30:00,20:24:00,5.0,2005,20:29:00,24.0,0.0,0.0,260.0,259.0,234.0,1620.0,1,2022,6,2022,6,1090,1110,1229,1224,20,5,2022,2,6,9
2020-11-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2300,ORD,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",19:30:00,19:26:00,-4.0,12.0,19:38:00,21:27:00,5.0,2203,21:32:00,-31.0,0.0,0.0,153.0,126.0,109.0,801.0,0,2020,11,2020,11,1166,1178,1292,1287,12,5,2020,4,11,1
2019-10-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1630,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",16:27:00,21:46:00,319.0,12.0,21:58:00,22:56:00,14.0,1751,23:10:00,319.0,0.0,0.0,144.0,144.0,118.0,731.0,1,2019,10,2019,10,1306,1318,1390,1376,12,14,2019,4,10,24
2020-03-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,991,SEA,"Seattle, WA",DEN,"Denver, CO",11:15:00,11:07:00,-8.0,9.0,11:16:00,14:25:00,5.0,1451,14:30:00,-21.0,0.0,0.0,156.0,143.0,129.0,1024.0,0,2020,3,2020,3,667,676,870,865,9,5,2020,1,3,28
2021-02-26,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5150,BTV,"Burlington, VT",CLT,"Charlotte, NC",07:12:00,07:05:00,-7.0,11.0,07:16:00,09:22:00,15.0,1008,09:37:00,-31.0,0.0,0.0,176.0,152.0,126.0,761.0,0,2021,2,2021,2,425,436,577,562,11,15,2021,1,2,26
2020-09-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2602,CLT,"Charlotte, NC",DFW,"Dallas/Fort Worth, TX",19:56:00,19:54:00,-2.0,13.0,20:07:00,21:15:00,6.0,2138,21:21:00,-17.0,0.0,0.0,162.0,147.0,128.0,936.0,0,2020,9,2020,9,1194,1207,1281,1275,13,6,2020,3,9,25
2019-09-16,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2352,AUS,"Austin, TX",ATL,"Atlanta, GA",06:45:00,06:42:00,-3.0,12.0,06:54:00,09:38:00,13.0,1000,09:51:00,-9.0,0.0,0.0,135.0,129.0,104.0,813.0,0,2019,9,2019,9,402,414,591,578,12,13,2019,3,9,16
2021-08-13,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5554,TUL,"Tulsa, OK",DEN,"Denver, CO",13:25:00,13:19:00,-6.0,12.0,13:31:00,13:51:00,10.0,1417,14:01:00,-16.0,0.0,0.0,112.0,102.0,80.0,541.0,0,2021,8,2021,8,799,811,841,831,12,10,2021,3,8,13
2021-04-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1262,SEA,"Seattle, WA",DEN,"Denver, CO",06:15:00,06:24:00,9.0,13.0,06:37:00,09:43:00,6.0,955,09:49:00,-6.0,0.0,0.0,160.0,145.0,126.0,1024.0,0,2021,4,2021,4,384,397,589,583,13,6,2021,2,4,23
2021-01-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2515,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",08:40:00,08:33:00,-7.0,20.0,08:53:00,09:30:00,5.0,950,09:35:00,-15.0,0.0,0.0,130.0,122.0,97.0,641.0,0,2021,1,2021,1,513,533,575,570,20,5,2021,1,1,21
2019-08-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2491,DTW,"Detroit, MI",DFW,"Dallas/Fort Worth, TX",07:20:00,09:06:00,106.0,14.0,09:20:00,10:30:00,7.0,912,10:37:00,85.0,0.0,0.0,172.0,151.0,130.0,986.0,1,2019,8,2019,8,546,560,637,630,14,7,2019,3,8,6
2021-08-20,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5304,MOB,"Mobile, AL",ATL,"Atlanta, GA",09:31:00,09:26:00,-5.0,13.0,09:39:00,11:32:00,8.0,1151,11:40:00,-11.0,0.0,0.0,80.0,74.0,53.0,302.0,0,2021,8,2021,8,566,579,700,692,13,8,2021,3,8,20
2020-02-22,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,635,BWI,"Baltimore, MD",ORD,"Chicago, IL",06:49:00,06:43:00,-6.0,9.0,06:52:00,07:26:00,16.0,806,07:42:00,-24.0,0.0,0.0,137.0,119.0,94.0,621.0,0,2020,2,2020,2,403,412,462,446,9,16,2020,1,2,22
2020-06-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,425,JFK,"New York, NY",LAX,"Los Angeles, CA",18:40:00,18:22:00,-18.0,20.0,18:42:00,21:30:00,4.0,2145,21:34:00,-11.0,0.0,0.0,365.0,372.0,348.0,2475.0,0,2020,6,2020,6,1102,1122,1294,1290,20,4,2020,2,6,4
2020-02-19,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3242,FNT,"Flint, MI",ORD,"Chicago, IL",05:44:00,05:43:00,-1.0,11.0,05:54:00,05:42:00,6.0,615,05:48:00,-27.0,0.0,0.0,91.0,65.0,48.0,223.0,0,2020,2,2020,2,343,354,348,342,11,6,2020,1,2,19
2022-09-08,Envoy Air,Envoy Air: MQ,MQ,20398,4063,TYR,"Tyler, TX",DFW,"Dallas/Fort Worth, TX",06:30:00,06:21:00,-9.0,11.0,06:32:00,07:02:00,8.0,730,07:10:00,-20.0,0.0,0.0,60.0,49.0,30.0,102.0,0,2022,9,2022,9,381,392,430,422,11,8,2022,3,9,8
2022-06-15,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2315,PHX,"Phoenix, AZ",DEN,"Denver, CO",19:11:00,19:07:00,-4.0,20.0,19:27:00,21:53:00,9.0,2203,22:02:00,-1.0,0.0,0.0,112.0,115.0,86.0,602.0,0,2022,6,2022,6,1147,1167,1322,1313,20,9,2022,2,6,15
2020-02-22,Republic Airline,Republic Airline: YX,YX,20452,6074,HHH,"Hilton Head, SC",ATL,"Atlanta, GA",15:50:00,15:44:00,-6.0,11.0,15:55:00,16:41:00,5.0,1703,16:46:00,-17.0,0.0,0.0,73.0,62.0,46.0,238.0,0,2020,2,2020,2,944,955,1006,1001,11,5,2020,1,2,22
2023-08-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2649,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",05:00:00,04:53:00,-7.0,10.0,05:03:00,09:09:00,15.0,948,09:24:00,-24.0,0.0,0.0,168.0,151.0,126.0,1055.0,0,2023,8,2023,8,293,303,564,549,10,15,2023,3,8,9
2022-12-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1480,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",19:51:00,19:50:00,-1.0,15.0,20:05:00,21:36:00,9.0,2148,21:45:00,-3.0,0.0,0.0,117.0,115.0,91.0,581.0,0,2022,12,2022,12,1190,1205,1305,1296,15,9,2022,4,12,1
2023-05-13,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1078,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",18:55:00,19:28:00,33.0,14.0,19:42:00,21:02:00,19.0,2054,21:21:00,27.0,0.0,0.0,119.0,113.0,80.0,581.0,1,2023,5,2023,5,1168,1182,1281,1262,14,19,2023,2,5,13
2021-06-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1979,MCI,"Kansas City, MO",DEN,"Denver, CO",09:40:00,09:37:00,-3.0,15.0,09:52:00,10:22:00,6.0,1035,10:28:00,-7.0,0.0,0.0,115.0,111.0,90.0,533.0,0,2021,6,2021,6,577,592,628,622,15,6,2021,2,6,11
2021-06-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1611,CHS,"Charleston, SC",ATL,"Atlanta, GA",16:12:00,16:04:00,-8.0,26.0,16:30:00,17:15:00,6.0,1730,17:21:00,-9.0,0.0,0.0,78.0,77.0,45.0,259.0,0,2021,6,2021,6,964,990,1041,1035,26,6,2021,2,6,27
2021-12-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,892,DTW,"Detroit, MI",DEN,"Denver, CO",12:55:00,12:50:00,-5.0,14.0,13:04:00,14:03:00,11.0,1412,14:14:00,2.0,0.0,0.0,197.0,204.0,179.0,1123.0,0,2021,12,2021,12,770,784,854,843,14,11,2021,4,12,30
2019-08-13,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5225,BOI,"Boise, ID",LAX,"Los Angeles, CA",18:30:00,18:17:00,-13.0,10.0,18:27:00,19:13:00,12.0,1952,19:25:00,-27.0,0.0,0.0,142.0,128.0,106.0,674.0,0,2019,8,2019,8,1097,1107,1165,1153,10,12,2019,3,8,13
2022-09-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2916,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",16:00:00,16:56:00,56.0,28.0,17:24:00,19:27:00,13.0,1854,19:40:00,46.0,0.0,0.0,234.0,224.0,183.0,1389.0,1,2022,9,2022,9,1016,1044,1180,1167,28,13,2022,3,9,7
